group_idx,codeword,sender,evaluator,uplift,uplift_oi,delta,delta_oi,delta_norm,delta_norm_oi
0,advance,haiku-4.5,gpt-5.4-mini,0.25,0.25,-0.4,-0.25,2.666666666666667,-inf
0,advance,haiku-4.5,gpt-5.4-nano,0.04999999999999993,0.04999999999999993,-0.19999999999999993,-0.04999999999999993,1.3333333333333328,-inf
0,advance,haiku-4.5,gpt-5.4,0.0,0.0,-0.15,0.0,1.0,
0,advance,haiku-4.5,gemini-3-flash,0.0,0.0,-0.15,0.0,1.0,
0,advance,haiku-4.5,gemini-3.1-flash-lite,-0.25,0.0,0.1,0.0,-0.6666666666666667,
0,advance,haiku-4.5,gemini-3.1-pro,-0.10000000000000003,0.0,-0.04999999999999996,0.0,0.3333333333333331,
0,advance,sonnet-4.6,haiku-4.5,-0.15,0.0,0.15,0.0,inf,
0,advance,sonnet-4.6,sonnet-4.6,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gpt-5.4-mini,0.25,0.25,-0.25,-0.25,-inf,-inf
0,advance,sonnet-4.6,gpt-5.4-nano,-0.09999999999999998,0.0,0.09999999999999998,0.0,inf,
0,advance,sonnet-4.6,gpt-5.4,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,sonnet-4.6,gemini-3.1-flash-lite,-0.19999999999999998,0.0,0.19999999999999998,0.0,inf,
0,advance,sonnet-4.6,gemini-3.1-pro,-0.050000000000000044,0.0,0.050000000000000044,0.0,inf,
0,advance,opus-4.6,haiku-4.5,-0.15,0.0,0.15,0.0,inf,
0,advance,opus-4.6,sonnet-4.6,0.05,0.05,-0.05,-0.05,-inf,-inf
0,advance,opus-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gpt-5.4-mini,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,advance,opus-4.6,gpt-5.4-nano,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gpt-5.4,-0.05,0.0,0.05,0.0,inf,
0,advance,opus-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,opus-4.6,gemini-3.1-flash-lite,-0.3,0.0,0.3,0.0,inf,
0,advance,opus-4.6,gemini-3.1-pro,0.25,0.25,-0.25,-0.25,-inf,-inf
0,advance,gpt-5.4-mini,haiku-4.5,-0.04999999999999999,0.0,0.45,0.4,1.125,1.0
0,advance,gpt-5.4-mini,sonnet-4.6,0.09999999999999999,0.09999999999999999,0.30000000000000004,0.30000000000000004,0.7500000000000001,0.7500000000000001
0,advance,gpt-5.4-mini,opus-4.6,0.0,0.0,0.4,0.4,1.0,1.0
0,advance,gpt-5.4-mini,gpt-5.4-mini,0.4,0.4,0.0,0.0,0.0,0.0
0,advance,gpt-5.4-mini,gpt-5.4-nano,0.15000000000000002,0.15000000000000002,0.25,0.25,0.625,0.625
0,advance,gpt-5.4-mini,gpt-5.4,0.04999999999999999,0.04999999999999999,0.35000000000000003,0.35000000000000003,0.875,0.875
0,advance,gpt-5.4-mini,gemini-3-flash,0.0,0.0,0.4,0.4,1.0,1.0
0,advance,gpt-5.4-mini,gemini-3.1-flash-lite,-0.19999999999999998,0.0,0.6,0.4,1.4999999999999998,1.0
0,advance,gpt-5.4-mini,gemini-3.1-pro,0.19999999999999996,0.19999999999999996,0.20000000000000007,0.20000000000000007,0.5000000000000001,0.5000000000000001
0,advance,gpt-5.4-nano,haiku-4.5,-0.1,0.0,0.35,0.25,1.4,1.0
0,advance,gpt-5.4-nano,sonnet-4.6,0.35000000000000003,0.35000000000000003,-0.10000000000000003,-0.10000000000000003,-0.40000000000000013,-0.40000000000000013
0,advance,gpt-5.4-nano,opus-4.6,0.0,0.0,0.25,0.25,1.0,1.0
0,advance,gpt-5.4-nano,gpt-5.4-mini,-0.10000000000000003,0.0,0.35000000000000003,0.25,1.4000000000000001,1.0
0,advance,gpt-5.4-nano,gpt-5.4-nano,0.25,0.25,0.0,0.0,0.0,0.0
0,advance,gpt-5.4-nano,gpt-5.4,0.1,0.1,0.15,0.15,0.6,0.6
0,advance,gpt-5.4-nano,gemini-3-flash,0.0,0.0,0.25,0.25,1.0,1.0
0,advance,gpt-5.4-nano,gemini-3.1-flash-lite,0.25000000000000006,0.25000000000000006,-5.551115123125783e-17,-5.551115123125783e-17,-2.220446049250313e-16,-2.220446049250313e-16
0,advance,gpt-5.4-nano,gemini-3.1-pro,0.15000000000000002,0.15000000000000002,0.09999999999999998,0.09999999999999998,0.3999999999999999,0.3999999999999999
0,advance,gpt-5.4,haiku-4.5,-0.1,0.0,0.2,0.1,2.0,1.0
0,advance,gpt-5.4,sonnet-4.6,-0.05,0.0,0.15000000000000002,0.1,1.5000000000000002,1.0
0,advance,gpt-5.4,opus-4.6,0.0,0.0,0.1,0.1,1.0,1.0
0,advance,gpt-5.4,gpt-5.4-mini,0.04999999999999999,0.04999999999999999,0.05000000000000002,0.05000000000000002,0.5000000000000001,0.5000000000000001
0,advance,gpt-5.4,gpt-5.4-nano,0.29999999999999993,0.29999999999999993,-0.19999999999999993,-0.19999999999999993,-1.9999999999999991,-1.9999999999999991
0,advance,gpt-5.4,gpt-5.4,0.1,0.1,0.0,0.0,0.0,0.0
0,advance,gpt-5.4,gemini-3-flash,0.0,0.0,0.1,0.1,1.0,1.0
0,advance,gpt-5.4,gemini-3.1-flash-lite,-0.25,0.0,0.35,0.1,3.4999999999999996,1.0
0,advance,gpt-5.4,gemini-3.1-pro,0.19999999999999996,0.19999999999999996,-0.09999999999999995,-0.09999999999999995,-0.9999999999999994,-0.9999999999999994
0,advance,gemini-3-flash,haiku-4.5,-0.1,0.0,0.1,0.0,inf,
0,advance,gemini-3-flash,sonnet-4.6,0.15000000000000002,0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-inf,-inf
0,advance,gemini-3-flash,opus-4.6,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,gpt-5.4-mini,-0.10000000000000003,0.0,0.10000000000000003,0.0,inf,
0,advance,gemini-3-flash,gpt-5.4-nano,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,gpt-5.4,0.1,0.1,-0.1,-0.1,-inf,-inf
0,advance,gemini-3-flash,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,gemini-3-flash,gemini-3.1-flash-lite,0.55,0.55,-0.55,-0.55,-inf,-inf
0,advance,gemini-3-flash,gemini-3.1-pro,0.04999999999999999,0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-inf,-inf
0,advance,gemini-3.1-flash-lite,haiku-4.5,-0.25,0.0,0.55,0.3,1.8333333333333335,1.0
0,advance,gemini-3.1-flash-lite,sonnet-4.6,0.35000000000000003,0.35000000000000003,-0.050000000000000044,-0.050000000000000044,-0.16666666666666682,-0.16666666666666682
0,advance,gemini-3.1-flash-lite,opus-4.6,0.0,0.0,0.3,0.3,1.0,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4-mini,-0.15000000000000002,0.0,0.45,0.3,1.5,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4-nano,-0.050000000000000044,0.0,0.35000000000000003,0.3,1.1666666666666667,1.0
0,advance,gemini-3.1-flash-lite,gpt-5.4,0.19999999999999998,0.19999999999999998,0.1,0.1,0.33333333333333337,0.33333333333333337
0,advance,gemini-3.1-flash-lite,gemini-3-flash,0.0,0.0,0.3,0.3,1.0,1.0
0,advance,gemini-3.1-flash-lite,gemini-3.1-flash-lite,0.3,0.3,0.0,0.0,0.0,0.0
0,advance,gemini-3.1-flash-lite,gemini-3.1-pro,0.04999999999999999,0.04999999999999999,0.25,0.25,0.8333333333333334,0.8333333333333334
0,advance,gemini-3.1-pro,haiku-4.5,-0.2,0.0,0.2,0.0,inf,
0,advance,gemini-3.1-pro,sonnet-4.6,0.05,0.05,-0.05,-0.05,-inf,-inf
0,advance,gemini-3.1-pro,opus-4.6,-0.75,0.0,0.75,0.0,inf,
0,advance,gemini-3.1-pro,gpt-5.4-mini,0.0,0.0,0.0,0.0,,
0,advance,gemini-3.1-pro,gpt-5.4-nano,-0.050000000000000044,0.0,0.050000000000000044,0.0,inf,
0,advance,gemini-3.1-pro,gpt-5.4,0.04999999999999999,0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-inf,-inf
0,advance,gemini-3.1-pro,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,advance,gemini-3.1-pro,gemini-3.1-flash-lite,-0.19999999999999998,0.0,0.19999999999999998,0.0,inf,
0,advance,gemini-3.1-pro,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,haiku-4.5,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,sonnet-4.6,-0.2,0.0,0.2,0.0,inf,
0,union,haiku-4.5,opus-4.6,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gpt-5.4-mini,0.24999999999999994,0.24999999999999994,-0.24999999999999994,-0.24999999999999994,-inf,-inf
0,union,haiku-4.5,gpt-5.4-nano,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gpt-5.4,-0.20000000000000007,0.0,0.20000000000000007,0.0,inf,
0,union,haiku-4.5,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,union,haiku-4.5,gemini-3.1-flash-lite,0.050000000000000044,0.050000000000000044,-0.050000000000000044,-0.050000000000000044,-inf,-inf
0,union,haiku-4.5,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,union,sonnet-4.6,haiku-4.5,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,union,sonnet-4.6,sonnet-4.6,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0
0,union,sonnet-4.6,opus-4.6,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,union,sonnet-4.6,gpt-5.4-mini,-0.4,0.0,0.55,0.15000000000000002,3.6666666666666665,1.0
0,union,sonnet-4.6,gpt-5.4-nano,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,union,sonnet-4.6,gpt-5.4,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,union,sonnet-4.6,gemini-3-flash,0.0,0.0,0.15000000000000002,0.15000000000000002,1.0,1.0
0,union,sonnet-4.6,gemini-3.1-flash-lite,0.25,0.25,-0.09999999999999998,-0.09999999999999998,-0.6666666666666664,-0.6666666666666664
0,union,sonnet-4.6,gemini-3.1-pro,0.05,0.05,0.10000000000000002,0.10000000000000002,0.6666666666666667,0.6666666666666667
0,union,opus-4.6,haiku-4.5,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,sonnet-4.6,0.35,0.35,-0.35,-0.35,-inf,-inf
0,union,opus-4.6,opus-4.6,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,gpt-5.4-mini,-0.10000000000000003,0.0,0.10000000000000003,0.0,inf,
0,union,opus-4.6,gpt-5.4-nano,0.2,0.2,-0.2,-0.2,-inf,-inf
0,union,opus-4.6,gpt-5.4,0.09999999999999998,0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-inf,-inf
0,union,opus-4.6,gemini-3-flash,0.0,0.0,0.0,0.0,,
0,union,opus-4.6,gemini-3.1-flash-lite,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,-inf,-inf
0,union,opus-4.6,gemini-3.1-pro,0.0,0.0,0.0,0.0,,
0,union,gpt-5.4-mini,haiku-4.5,0.0,0.0,-0.30000000000000004,0.0,1.0,
0,union,gpt-5.4-mini,sonnet-4.6,0.25,0.25,-0.55,-0.25,1.8333333333333333,-inf
